Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5680        -2293.010    -2307.781       14.771   296.8
1.5690        -2293.161    -2307.833       14.672   294.8
1.5700        -2293.176    -2307.887       14.710   295.6
1.5710        -2293.087    -2307.943       14.855   298.5
1.5720        -2293.044    -2308.002       14.959   300.6
1.5730        -2292.956    -2308.071       15.114   303.7
1.5740        -2292.840    -2308.134       15.294   307.3
1.5750        -2292.762    -2308.185       15.423   309.9
1.5760        -2292.908    -2308.216       15.308   307.6
1.5770        -2293.037    -2308.230       15.193   305.3
1.5780        -2292.934    -2308.230       15.296   307.4
1.5790        -2292.923    -2308.223       15.300   307.4
1.5800        -2292.839    -2308.181       15.341   308.3
1.5810        -2292.656    -2308.122       15.467   310.8
1.5820        -2292.746    -2308.051       15.305   307.5
1.5830        -2292.670    -2307.970       15.300   307.4
1.5840        -2292.752    -2307.888       15.136   304.2
1.5850        -2292.669    -2307.810       15.141   304.3
1.5860        -2292.716    -2307.739       15.023   301.9
1.5870        -2292.702    -2307.657       14.955   300.5
1.5880        -2292.905    -2307.600       14.694   295.3
1.5890        -2292.975    -2307.552       14.577   292.9
1.5900        -2292.992    -2307.530       14.538   292.1
1.5910        -2292.968    -2307.531       14.563   292.6
1.5920        -2293.023    -2307.553       14.530   292.0
1.5930        -2293.090    -2307.583       14.493   291.2
1.5940        -2293.153    -2307.627       14.474   290.8
1.5950        -2293.223    -2307.686       14.463   290.6
1.5960        -2293.262    -2307.749       14.486   291.1
1.5970        -2293.437    -2307.822       14.385   289.1
1.5980        -2293.528    -2307.896       14.369   288.7
1.5990        -2293.517    -2307.978       14.460   290.6
1.6000        -2293.365    -2308.059       14.694   295.3
1.6010        -2293.389    -2308.131       14.742   296.2
1.6020        -2293.558    -2308.198       14.639   294.2
1.6030        -2293.319    -2308.258       14.939   300.2
1.6040        -2293.284    -2308.305       15.020   301.8
1.6050        -2293.476    -2308.344       14.868   298.8
1.6060        -2293.607    -2308.362       14.755   296.5
1.6070        -2293.701    -2308.372       14.672   294.8
1.6080        -2293.701    -2308.388       14.687   295.1
1.6090        -2293.755    -2308.402       14.646   294.3
1.6100        -2293.805    -2308.409       14.604   293.4
1.6110        -2293.763    -2308.412       14.649   294.4
1.6120        -2293.902    -2308.413       14.511   291.6
1.6130        -2294.078    -2308.428       14.350   288.4
1.6140        -2294.012    -2308.440       14.428   289.9
1.6150        -2293.763    -2308.448       14.685   295.1
1.6160        -2293.825    -2308.464       14.638   294.1
1.6170        -2293.660    -2308.456       14.796   297.3
1.6180        -2293.854    -2308.454       14.601   293.4
1.6190        -2293.892    -2308.448       14.556   292.5
1.6200        -2293.850    -2308.442       14.592   293.2
1.6210        -2293.862    -2308.422       14.560   292.6
1.6220        -2293.921    -2308.391       14.470   290.8
1.6230        -2294.029    -2308.357       14.328   287.9
1.6240        -2293.982    -2308.316       14.334   288.0
1.6250        -2293.992    -2308.277       14.285   287.1
1.6260        -2294.029    -2308.242       14.213   285.6
1.6270        -2293.982    -2308.207       14.225   285.8
1.6280        -2294.045    -2308.165       14.120   283.7
1.6290        -2294.114    -2308.132       14.017   281.7
1.6300        -2293.931    -2308.101       14.169   284.7
1.6310        -2293.691    -2308.072       14.381   289.0
1.6320        -2293.615    -2308.040       14.425   289.9
1.6330        -2293.706    -2307.999       14.293   287.2
1.6340        -2293.690    -2307.961       14.271   286.8
1.6350        -2293.797    -2307.933       14.136   284.1
1.6360        -2293.519    -2307.924       14.405   289.5
1.6370        -2293.646    -2307.911       14.265   286.7
1.6380        -2293.898    -2307.906       14.008   281.5
1.6390        -2293.868    -2307.902       14.034   282.0
1.6400        -2293.897    -2307.902       14.005   281.4
1.6410        -2293.786    -2307.910       14.124   283.8
1.6420        -2293.749    -2307.921       14.172   284.8
1.6430        -2293.684    -2307.936       14.252   286.4
1.6440        -2293.699    -2307.957       14.258   286.5
1.6450        -2293.621    -2307.979       14.359   288.5
1.6460        -2293.702    -2308.003       14.301   287.4
1.6470        -2293.742    -2308.030       14.289   287.1
1.6480        -2293.681    -2308.050       14.369   288.7
1.6490        -2293.578    -2308.074       14.496   291.3
1.6500        -2293.541    -2308.106       14.565   292.7
1.6510        -2293.524    -2308.140       14.616   293.7
1.6520        -2293.624    -2308.184       14.561   292.6
1.6530        -2293.708    -2308.226       14.518   291.7
1.6540        -2293.881    -2308.279       14.398   289.3
1.6550        -2293.960    -2308.337       14.377   288.9
1.6560        -2293.926    -2308.406       14.480   291.0
1.6570        -2293.901    -2308.486       14.585   293.1
1.6580        -2293.714    -2308.565       14.851   298.4
1.6590        -2293.954    -2308.650       14.696   295.3
1.6600        -2293.933    -2308.735       14.802   297.4
1.6610        -2293.620    -2308.812       15.192   305.3
1.6620        -2293.517    -2308.878       15.361   308.7
1.6630        -2293.661    -2308.927       15.267   306.8
1.6640        -2293.607    -2308.965       15.358   308.6
1.6650        -2293.483    -2308.988       15.505   311.6
1.6660        -2293.336    -2309.000       15.664   314.8
1.6670        -2293.419    -2308.984       15.565   312.8
1.6680        -2293.408    -2308.961       15.553   312.5
1.6690        -2293.453    -2308.932       15.478   311.0
1.6700        -2293.293    -2308.898       15.605   313.6
1.6710        -2293.385    -2308.859       15.474   310.9
1.6720        -2293.390    -2308.815       15.425   310.0
1.6730        -2293.482    -2308.760       15.278   307.0
1.6740        -2293.321    -2308.716       15.395   309.3
1.6750        -2293.297    -2308.672       15.375   308.9
1.6760        -2293.227    -2308.635       15.407   309.6
1.6770        -2293.489    -2308.587       15.098   303.4
1.6780        -2293.541    -2308.535       14.993   301.3
1.6790        -2293.531    -2308.480       14.949   300.4
1.6800        -2293.481    -2308.426       14.945   300.3
1.6810        -2293.541    -2308.371       14.830   298.0
1.6820        -2293.474    -2308.314       14.839   298.2
1.6830        -2293.507    -2308.269       14.762   296.6
1.6840        -2293.765    -2308.233       14.468   290.7
1.6850        -2293.700    -2308.195       14.494   291.3
1.6860        -2293.706    -2308.165       14.459   290.5
1.6870        -2293.646    -2308.153       14.508   291.5
1.6880        -2293.578    -2308.152       14.574   292.9
1.6890        -2293.335    -2308.165       14.830   298.0
1.6900        -2293.379    -2308.176       14.797   297.3
1.6910        -2293.388    -2308.189       14.801   297.4
1.6920        -2293.500    -2308.197       14.697   295.3
1.6930        -2293.559    -2308.198       14.639   294.2
1.6940        -2293.626    -2308.193       14.567   292.7
1.6950        -2293.354    -2308.188       14.835   298.1
1.6960        -2293.560    -2308.181       14.621   293.8
1.6970        -2293.608    -2308.174       14.566   292.7
1.6980        -2293.755    -2308.163       14.408   289.5
1.6990        -2294.065    -2308.143       14.078   282.9
1.7000        -2294.218    -2308.123       13.905   279.4
1.7010        -2294.303    -2308.104       13.802   277.3
1.7020        -2294.420    -2308.086       13.666   274.6
1.7030        -2294.347    -2308.082       13.735   276.0
1.7040        -2294.340    -2308.088       13.749   276.3
1.7050        -2294.378    -2308.101       13.723   275.8
1.7060        -2294.491    -2308.128       13.637   274.0
1.7070        -2294.473    -2308.166       13.693   275.2
1.7080        -2294.534    -2308.208       13.674   274.8
1.7090        -2294.557    -2308.246       13.689   275.1
1.7100        -2294.503    -2308.284       13.781   276.9
1.7110        -2294.399    -2308.319       13.920   279.7
1.7120        -2294.392    -2308.359       13.967   280.7
1.7130        -2294.418    -2308.395       13.977   280.9
1.7140        -2294.067    -2308.439       14.372   288.8
1.7150        -2294.071    -2308.478       14.407   289.5
1.7160        -2294.112    -2308.504       14.392   289.2
1.7170        -2294.155    -2308.517       14.362   288.6
1.7180        -2294.096    -2308.519       14.423   289.8
1.7190        -2294.011    -2308.506       14.495   291.3
1.7200        -2294.017    -2308.495       14.478   290.9
1.7210        -2293.992    -2308.477       14.485   291.1
1.7220        -2293.938    -2308.447       14.508   291.5
1.7230        -2294.074    -2308.405       14.331   288.0
1.7240        -2294.239    -2308.357       14.118   283.7
1.7250        -2294.428    -2308.311       13.883   279.0
1.7260        -2294.392    -2308.271       13.880   278.9
1.7270        -2294.215    -2308.240       14.025   281.8
1.7280        -2294.185    -2308.208       14.023   281.8
1.7290        -2294.247    -2308.191       13.944   280.2
1.7300        -2294.102    -2308.189       14.087   283.1
1.7310        -2294.215    -2308.206       13.991   281.1
1.7320        -2294.271    -2308.242       13.971   280.7
1.7330        -2294.286    -2308.293       14.007   281.5
1.7340        -2294.244    -2308.368       14.124   283.8
1.7350        -2294.132    -2308.469       14.337   288.1
1.7360        -2294.243    -2308.586       14.342   288.2
1.7370        -2294.280    -2308.708       14.428   289.9
1.7380        -2294.245    -2308.826       14.581   293.0
1.7390        -2294.175    -2308.937       14.761   296.6
1.7400        -2294.127    -2309.043       14.916   299.7
1.7410        -2294.058    -2309.134       15.075   302.9
1.7420        -2294.047    -2309.205       15.159   304.6
1.7430        -2293.934    -2309.251       15.317   307.8
1.7440        -2293.965    -2309.273       15.308   307.6
1.7450        -2294.222    -2309.268       15.046   302.3
1.7460        -2294.162    -2309.243       15.082   303.1
1.7470        -2294.087    -2309.197       15.110   303.6
1.7480        -2294.181    -2309.133       14.952   300.5
1.7490        -2294.107    -2309.064       14.957   300.6
1.7500        -2294.036    -2308.990       14.953   300.5
1.7510        -2294.020    -2308.903       14.883   299.1
1.7520        -2294.219    -2308.817       14.598   293.3
1.7530        -2294.169    -2308.730       14.561   292.6
1.7540        -2294.221    -2308.644       14.424   289.8
1.7550        -2294.085    -2308.563       14.478   290.9
1.7560        -2294.069    -2308.492       14.424   289.8
1.7570        -2294.259    -2308.438       14.178   284.9
1.7580        -2294.290    -2308.385       14.094   283.2
1.7590        -2294.392    -2308.336       13.943   280.2
1.7600        -2294.521    -2308.299       13.777   276.8
1.7610        -2294.331    -2308.276       13.944   280.2
1.7620        -2294.200    -2308.271       14.071   282.8
1.7630        -2294.052    -2308.277       14.224   285.8
1.7640        -2294.291    -2308.291       14.000   281.3
1.7650        -2294.409    -2308.326       13.917   279.6
1.7660        -2294.243    -2308.379       14.135   284.0
1.7670        -2294.076    -2308.434       14.359   288.5
1.7680        -2294.160    -2308.490       14.330   287.9
1.7690        -2294.345    -2308.538       14.193   285.2
1.7700        -2294.352    -2308.586       14.234   286.0
1.7710        -2294.187    -2308.643       14.456   290.5
1.7720        -2294.264    -2308.702       14.438   290.1
1.7730        -2294.105    -2308.751       14.646   294.3
1.7740        -2294.186    -2308.787       14.601   293.4
1.7750        -2294.096    -2308.812       14.716   295.7
1.7760        -2294.018    -2308.830       14.812   297.6
1.7770        -2293.886    -2308.838       14.952   300.5
1.7780        -2293.770    -2308.833       15.063   302.7
1.7790        -2293.796    -2308.822       15.026   301.9
1.7800        -2293.761    -2308.795       15.034   302.1
1.7810        -2293.864    -2308.748       14.884   299.1
1.7820        -2293.887    -2308.702       14.815   297.7
1.7830        -2293.892    -2308.641       14.749   296.4
1.7840        -2293.863    -2308.562       14.700   295.4
1.7850        -2293.950    -2308.475       14.525   291.9
