Stem,Dist_to_nearest_T,Percentile_vs_pool
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_3500.cif,0.016635401117128433,82.25
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_1500.cif,0.01661911739200447,82.16666666666667
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_2900.cif,0.016583538481658312,82.08333333333333
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_400.cif,0.016579830780119167,82.0
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_500.cif,0.01657061332309364,81.91666666666667
Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_900.cif,0.01657055923096314,81.83333333333333
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_4300.cif,0.016569344876836253,81.75
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T550K_4100.cif,0.01656800608094974,81.66666666666667
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T550K_700.cif,0.016567060164635283,81.58333333333333
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_2400.cif,0.01656117013686492,81.5
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_3000.cif,0.016557473117951645,81.41666666666667
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T550K_600.cif,0.01649757467660996,81.33333333333333
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_4000.cif,0.016473565218170054,81.25
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_600.cif,0.016472641663919683,81.16666666666667
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_800.cif,0.016462329551946167,81.08333333333333
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_2700.cif,0.016422034561120517,81.0
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_3000.cif,0.016409435612894725,80.91666666666667
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T550K_4000.cif,0.016402926053285565,80.83333333333333
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_2500.cif,0.016401994157353453,80.75
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_4800.cif,0.01636664249223971,80.66666666666667
